Date,Open,High,Low,Close,Close Change %,Volume,Weekday,High % Above Open,
"Wednesday, November 09, 2022","3,811.22","3,818.20","3,744.22","3,748.57",-2.08%,"2,542,782,564",Wednesday,0.183143455,
"Tuesday, November 08, 2022","3,816.47","3,859.40","3,786.28","3,828.11",0.56%,"2,567,826,478",Tuesday,1.124861456,
"Monday, November 07, 2022","3,780.89","3,813.95","3,764.70","3,806.80",0.96%,"2,474,253,060",Monday,0.874397298,
"Friday, November 04, 2022","3,767.97","3,796.34","3,708.84","3,770.55",1.36%,"3,007,928,447",Friday,0.752925315,
"Thursday, November 03, 2022","3,731.48","3,750.59","3,698.15","3,719.89",-1.06%,"2,856,234,717",Thursday,0.512129236,
"Wednesday, November 02, 2022","3,851.62","3,894.44","3,758.68","3,759.69",-2.50%,"3,093,335,867",Wednesday,1.111739995,
"Tuesday, November 01, 2022","3,900.79","3,911.79","3,843.80","3,856.10",-0.41%,"2,621,979,328",Tuesday,0.28199416,
"Monday, October 31, 2022","3,881.49","3,893.73","3,863.18","3,871.98",-0.75%,"2,787,793,174",Monday,0.315342819,
"Friday, October 28, 2022","3,808.18","3,905.42","3,808.18","3,901.06",2.46%,"2,885,168,262",Friday,2.55345073,
"Thursday, October 27, 2022","3,834.85","3,859.95","3,803.79","3,807.30",-0.61%,"3,003,494,785",Thursday,0.654523645,
"Wednesday, October 26, 2022","3,826.79","3,886.15","3,824.07","3,830.60",-0.74%,"2,884,384,809",Wednesday,1.551169518,
"Tuesday, October 25, 2022","3,799.04","3,862.85","3,799.04","3,859.11",1.63%,"2,675,924,658",Tuesday,1.679634855,
"Monday, October 24, 2022","3,763.41","3,810.74","3,741.65","3,797.34",1.19%,"2,588,908,128",Monday,1.257636027,
"Friday, October 21, 2022","3,656.51","3,757.89","3,647.42","3,752.75",2.37%,"3,006,076,801",Friday,2.772589163,
"Thursday, October 20, 2022","3,689.82","3,736.00","3,656.44","3,665.78",-0.80%,"2,643,573,608",Thursday,1.251551566,
"Wednesday, October 19, 2022","3,702.73","3,728.58","3,666.51","3,695.16",-0.67%,"2,384,549,614",Wednesday,0.698133539,
"Tuesday, October 18, 2022","3,746.75","3,762.79","3,686.53","3,719.98",1.14%,"2,638,029,434",Tuesday,0.428104357,
"Monday, October 17, 2022","3,638.63","3,689.73","3,638.63","3,677.95",2.65%,"2,557,227,447",Monday,1.404374723,
"Friday, October 14, 2022","3,690.56","3,712.00","3,579.68","3,583.07",-2.37%,"2,653,971,506",Friday,0.580941646,
"Thursday, October 13, 2022","3,519.18","3,685.41","3,491.58","3,669.91",2.60%,"3,190,653,577",Thursday,4.723543553,
"Wednesday, October 12, 2022","3,592.16","3,608.34","3,573.86","3,577.03",-0.33%,"2,361,574,738",Wednesday,0.450425371,
"Tuesday, October 11, 2022","3,595.48","3,640.66","3,568.45","3,588.84",-0.65%,"2,693,517,898",Tuesday,1.256577703,
"Monday, October 10, 2022","3,647.50","3,652.17","3,588.10","3,612.39",-0.75%,"2,361,223,205",Monday,0.128032899,
"Friday, October 07, 2022","3,707.07","3,707.07","3,620.73","3,639.66",-2.80%,"2,702,985,780",Friday,0,
"Thursday, October 06, 2022","3,771.53","3,797.93","3,739.22","3,744.52",-1.02%,"2,499,058,575",Thursday,0.699981175,
"Wednesday, October 05, 2022","3,753.84","3,806.91","3,722.66","3,783.28",-0.20%,"2,490,203,355",Wednesday,1.413752318,
"Tuesday, October 04, 2022","3,726.21","3,791.92","3,726.21","3,790.93",3.06%,"2,886,180,337",Tuesday,1.763454019,
"Monday, October 03, 2022","3,610.11","3,698.35","3,604.93","3,678.43",2.59%,"2,776,284,680",Monday,2.444246851,
"Friday, September 30, 2022","3,634.15","3,671.44","3,584.13","3,585.62",-1.51%,"3,126,673,320",Friday,1.026099638,
"Thursday, September 29, 2022","3,687.15","3,687.15","3,610.40","3,640.47",-2.11%,"2,587,794,022",Thursday,0,
"Wednesday, September 28, 2022","3,652.68","3,736.74","3,640.61","3,719.04",1.97%,"2,625,625,233",Wednesday,2.301323959,
"Tuesday, September 27, 2022","3,686.11","3,717.53","3,623.29","3,647.29",-0.21%,"2,533,203,538",Tuesday,0.852389104,
"Monday, September 26, 2022","3,681.95","3,715.67","3,644.76","3,655.04",-1.03%,"2,605,456,473",Monday,0.915819063,
"Friday, September 23, 2022","3,728.27","3,728.27","3,647.47","3,693.23",-1.72%,"2,797,337,134",Friday,0,
"Thursday, September 22, 2022","3,782.59","3,790.90","3,749.45","3,757.99",-0.84%,"2,450,867,075",Thursday,0.219690741,
"Wednesday, September 21, 2022","3,871.16","3,907.07","3,789.49","3,789.93",-1.71%,"2,487,138,441",Wednesday,0.927628928,
"Tuesday, September 20, 2022","3,875.05","3,876.01","3,827.54","3,855.93",-1.13%,"2,324,643,754",Tuesday,0.024773874,
"Monday, September 19, 2022","3,848.25","3,900.45","3,838.50","3,899.89",0.69%,"2,093,234,456",Monday,1.356460729,
"Friday, September 16, 2022","3,881.68","3,881.68","3,837.08","3,873.33",-0.72%,"4,363,348,031",Friday,0,
"Thursday, September 15, 2022","3,932.71","3,959.14","3,888.28","3,901.35",-1.13%,"2,486,311,297",Thursday,0.672055656,
"Wednesday, September 14, 2022","3,940.79","3,961.94","3,912.18","3,946.01",0.34%,"2,450,800,625",Wednesday,0.536694419,
"Tuesday, September 13, 2022","4,037.61","4,037.61","3,921.28","3,932.69",-4.32%,"2,604,671,729",Tuesday,0,
"Monday, September 12, 2022","4,083.95","4,119.28","4,083.67","4,110.41",1.06%,"2,117,648,252",Monday,0.865093843,
"Friday, September 09, 2022","4,023.35","4,076.81","4,022.94","4,067.36",1.53%,"2,086,346,065",Friday,1.32874346,
"Thursday, September 08, 2022","3,960.89","4,010.50","3,944.81","4,006.18",0.66%,"2,261,280,421",Thursday,1.252496282,
"Wednesday, September 07, 2022","3,909.33","3,987.89","3,906.03","3,979.87",1.83%,"2,168,316,680",Wednesday,2.009551509,
"Tuesday, September 06, 2022","3,931.74","3,942.55","3,886.75","3,908.19",0.00%,"2,238,631,934",Tuesday,0.274941883,
"Friday, September 02, 2022","3,996.39","4,018.43","3,906.21","3,924.26",-1.07%,"2,083,181,521",Friday,0.551497727,
"Thursday, September 01, 2022","3,936.61","3,970.23","3,903.65","3,966.85",0.30%,"2,303,154,412",Thursday,0.854034309,
"Wednesday, August 31, 2022","4,001.33","4,015.37","3,954.53","3,955.00",-0.78%,"2,524,263,578",Wednesday,0.350883331,
"Tuesday, August 30, 2022","4,041.21","4,044.98","3,965.21","3,986.16",-1.10%,"2,044,531,778",Tuesday,0.093288891,
"Monday, August 29, 2022","4,035.33","4,062.99","4,017.42","4,030.61",-0.67%,"1,884,504,005",Monday,0.6854458,
"Friday, August 26, 2022","4,198.61","4,203.04","4,057.66","4,057.66",-3.37%,"2,113,423,504",Friday,0.10551111,
"Thursday, August 25, 2022","4,154.07","4,200.54","4,147.59","4,199.12",1.41%,"1,836,816,662",Thursday,1.118661939,
"Wednesday, August 24, 2022","4,127.30","4,156.56","4,119.97","4,140.77",0.29%,"1,721,855,823",Wednesday,0.708938047,
"Tuesday, August 23, 2022","4,132.92","4,159.77","4,124.03","4,128.73",-0.22%,"1,775,135,204",Tuesday,0.64966174,
"Monday, August 22, 2022","4,195.21","4,195.21","4,129.86","4,137.99",-2.14%,"1,976,203,704",Monday,0,
"Friday, August 19, 2022","4,265.87","4,266.31","4,218.70","4,228.48",-1.29%,"2,026,982,130",Friday,0.010314426,
"Thursday, August 18, 2022","4,273.45","4,292.53","4,261.98","4,283.74",0.23%,"1,740,837,581",Thursday,0.44647767,
"Wednesday, August 17, 2022","4,280.32","4,302.18","4,253.08","4,274.04",-0.72%,"1,850,525,300",Wednesday,0.51070948,
"Tuesday, August 16, 2022","4,289.89","4,325.28","4,277.77","4,305.20",0.19%,"1,901,043,758",Tuesday,0.824962878,
"Monday, August 15, 2022","4,268.93","4,301.79","4,256.90","4,297.14",0.40%,"1,771,417,898",Monday,0.769747923,
"Friday, August 12, 2022","4,224.76","4,280.47","4,219.78","4,280.15",1.73%,"1,828,501,386",Friday,1.318654787,
"Thursday, August 11, 2022","4,228.45","4,257.91","4,201.41","4,207.27",-0.07%,"2,071,062,580",Thursday,0.696709196,
"Wednesday, August 10, 2022","4,181.18","4,211.03","4,177.26","4,210.24",2.13%,"2,225,951,031",Wednesday,0.713913297,
"Tuesday, August 09, 2022","4,133.39","4,137.30","4,112.09","4,122.47",-0.42%,"2,034,037,563",Tuesday,0.094595477,
"Monday, August 08, 2022","4,156.46","4,186.62","4,128.97","4,140.06",-0.12%,"2,084,615,781",Monday,0.725617473,
"Friday, August 05, 2022","4,115.30","4,151.58","4,107.31","4,145.19",-0.16%,"2,014,463,962",Friday,0.88158822,
"Thursday, August 04, 2022","4,155.05","4,161.29","4,135.42","4,151.94",-0.08%,"2,238,505,791",Thursday,0.150178698,
"Wednesday, August 03, 2022","4,108.11","4,167.66","4,107.96","4,155.17",1.56%,"2,421,502,441",Wednesday,1.449571701,
"Tuesday, August 02, 2022","4,104.22","4,140.47","4,079.81","4,091.19",-0.67%,"2,238,421,932",Tuesday,0.883237253,
"Monday, August 01, 2022","4,111.24","4,144.95","4,096.02","4,118.63",-0.28%,"2,278,707,254",Monday,0.819947267,
"Friday, July 29, 2022","4,087.23","4,140.15","4,079.22","4,130.29",1.42%,"2,873,733,835",Friday,1.294764425,
"Thursday, July 28, 2022","4,026.58","4,078.95","3,992.97","4,072.43",1.21%,"2,492,201,584",Thursday,1.300607463,
"Wednesday, July 27, 2022","3,950.66","4,039.56","3,950.66","4,023.61",2.62%,"2,431,345,200",Wednesday,2.250256919,
"Tuesday, July 26, 2022","3,953.51","3,953.51","3,910.74","3,921.05",-1.15%,"2,106,674,945",Tuesday,0,
"Monday, July 25, 2022","3,965.56","3,975.30","3,943.46","3,966.84",0.13%,"1,919,980,757",Monday,0.245614743,
"Friday, July 22, 2022","3,998.65","4,012.44","3,938.86","3,961.63",-0.93%,"2,215,897,933",Friday,0.344866392,
"Thursday, July 21, 2022","3,954.39","3,999.29","3,927.64","3,998.95",0.99%,"2,479,904,891",Thursday,1.135446934,
"Wednesday, July 20, 2022","3,935.69","3,974.13","3,922.03","3,959.90",0.59%,"2,309,967,844",Wednesday,0.976702942,
"Tuesday, July 19, 2022","3,861.06","3,939.81","3,860.73","3,936.69",2.76%,"2,373,417,212",Tuesday,2.039595344,
"Monday, July 18, 2022","3,884.03","3,902.44","3,818.63","3,830.85",-0.84%,"2,174,880,532",Monday,0.473992219,
"Friday, July 15, 2022","3,820.38","3,863.62","3,817.18","3,863.16",1.92%,"2,289,734,951",Friday,1.131824583,
"Thursday, July 14, 2022","3,764.86","3,796.41","3,721.56","3,790.38",-0.30%,"2,167,947,896",Thursday,0.838012569,
"Wednesday, July 13, 2022","3,779.91","3,829.44","3,759.07","3,801.78",-0.45%,"2,047,650,836",Wednesday,1.310348659,
"Tuesday, July 12, 2022","3,851.71","3,873.41","3,802.36","3,818.80",-0.92%,"2,109,455,173",Tuesday,0.563386132,
"Monday, July 11, 2022","3,880.70","3,880.94","3,847.22","3,854.43",-1.15%,"1,807,609,391",Monday,0.006184451,
"Friday, July 08, 2022","3,888.12","3,918.50","3,869.34","3,899.38",-0.08%,"1,742,823,368",Friday,0.781354485,
"Thursday, July 07, 2022","3,858.66","3,910.63","3,858.66","3,902.62",1.50%,"2,086,719,603",Thursday,1.346840613,
"Wednesday, July 06, 2022","3,831.82","3,870.91","3,809.37","3,845.08",0.36%,"2,185,947,932",Wednesday,1.020141865,
"Tuesday, July 05, 2022","3,792.57","3,832.19","3,742.06","3,831.39",0.16%,"2,478,852,645",Tuesday,1.044674192,
"Friday, July 01, 2022","3,781.08","3,829.82","3,752.10","3,825.33",1.06%,"2,175,969,036",Friday,1.28904969,
"Thursday, June 30, 2022","3,786.31","3,818.99","3,738.67","3,785.38",-0.88%,"2,657,139,522",Thursday,0.863109465,
"Wednesday, June 29, 2022","3,824.68","3,836.50","3,799.02","3,818.83",-0.07%,"2,074,971,504",Wednesday,0.309045463,
"Tuesday, June 28, 2022","3,913.00","3,945.86","3,820.14","3,821.55",-2.01%,"2,230,281,340",Tuesday,0.839764886,
"Monday, June 27, 2022","3,920.76","3,927.72","3,889.66","3,900.11",-0.30%,"2,096,753,948",Monday,0.177516604,
"Friday, June 24, 2022","3,821.72","3,913.65","3,821.72","3,911.74",3.06%,"3,463,802,906",Friday,2.405461415,
"Thursday, June 23, 2022","3,775.01","3,802.58","3,743.52","3,795.73",0.95%,"2,502,024,428",Thursday,0.730329191,
"Wednesday, June 22, 2022","3,734.37","3,801.79","3,717.69","3,759.89",-0.13%,"2,453,781,070",Wednesday,1.805391539,
"Tuesday, June 21, 2022","3,715.72","3,779.65","3,715.31","3,764.79",2.45%,"2,661,234,237",Tuesday,1.720527919,
"Friday, June 17, 2022","3,665.44","3,707.71","3,636.87","3,674.84",0.22%,"4,692,268,819",Friday,1.153203981,
"Thursday, June 16, 2022","3,728.18","3,728.18","3,639.77","3,666.77",-3.25%,"3,075,657,417",Thursday,0,
"Wednesday, June 15, 2022","3,764.02","3,837.56","3,722.30","3,789.99",1.46%,"2,768,999,968",Wednesday,1.953762201,
"Tuesday, June 14, 2022","3,763.11","3,778.18","3,705.68","3,735.48",-0.38%,"2,641,465,353",Tuesday,0.400466635,
"Monday, June 13, 2022","3,838.53","3,838.53","3,734.30","3,749.63",-3.88%,"3,049,364,805",Monday,0,
"Friday, June 10, 2022","3,975.06","3,975.06","3,900.16","3,900.86",-2.91%,"2,492,419,189",Friday,0,
"Thursday, June 09, 2022","4,102.29","4,119.10","4,017.17","4,017.82",-2.38%,"2,061,086,863",Thursday,0.409771128,
"Wednesday, June 08, 2022","4,146.38","4,160.14","4,107.20","4,115.77",-1.08%,"1,851,546,132",Wednesday,0.331855739,
"Tuesday, June 07, 2022","4,096.91","4,164.86","4,080.19","4,160.68",0.95%,"1,945,839,400",Tuesday,1.658567066,
"Monday, June 06, 2022","4,135.07","4,168.78","4,109.18","4,121.43",0.31%,"1,890,558,840",Monday,0.815221991,
"Friday, June 03, 2022","4,136.49","4,142.67","4,098.67","4,108.54",-1.63%,"1,879,610,190",Friday,0.149402029,
"Thursday, June 02, 2022","4,095.31","4,177.51","4,074.37","4,176.82",1.84%,"2,060,635,699",Thursday,2.00717406,
"Wednesday, June 01, 2022","4,149.24","4,166.54","4,073.85","4,101.23",-0.75%,"2,171,495,669",Wednesday,0.416943826,
"Tuesday, May 31, 2022","4,150.27","4,168.34","4,104.88","4,132.15",-0.63%,"3,802,655,235",Tuesday,0.43539336,
"Friday, May 27, 2022","4,077.25","4,158.49","4,077.25","4,158.24",2.47%,"2,150,059,339",Friday,1.992519468,
"Thursday, May 26, 2022","3,985.30","4,075.14","3,984.60","4,057.84",1.99%,"2,393,688,496",Thursday,2.254284496,
"Wednesday, May 25, 2022","3,928.78","3,999.33","3,925.03","3,978.73",0.95%,"2,297,510,328",Wednesday,1.795722845,
"Tuesday, May 24, 2022","3,943.15","3,955.68","3,875.13","3,941.48",-0.81%,"2,436,606,104",Tuesday,0.317766253,
"Monday, May 23, 2022","3,919.82","3,981.88","3,909.04","3,973.75",1.86%,"2,363,711,728",Monday,1.583235965,
"Friday, May 20, 2022","3,927.76","3,943.42","3,810.32","3,901.36",0.01%,"2,981,191,625",Friday,0.398700532,
"Thursday, May 19, 2022","3,899.00","3,945.96","3,876.58","3,900.79",-0.58%,"2,774,295,102",Thursday,1.204411388,
"Wednesday, May 18, 2022","4,051.98","4,051.98","3,911.91","3,923.68",-4.04%,"2,712,127,310",Wednesday,0,
"Tuesday, May 17, 2022","4,052.00","4,090.72","4,033.93","4,088.85",2.02%,"2,458,409,815",Tuesday,0.955577493,
"Monday, May 16, 2022","4,013.02","4,046.46","3,983.99","4,008.01",-0.39%,"2,203,333,662",Monday,0.833287649,
"Friday, May 13, 2022","3,963.90","4,038.88","3,963.90","4,023.89",2.39%,"2,544,978,092",Friday,1.891571432,
"Thursday, May 12, 2022","3,903.95","3,964.80","3,858.87","3,930.08",-0.13%,"3,139,788,075",Thursday,1.558677749,
"Wednesday, May 11, 2022","3,990.08","4,049.09","3,928.82","3,935.18",-1.65%,"2,763,949,436",Wednesday,1.478917716,
"Tuesday, May 10, 2022","4,035.18","4,068.82","3,958.17","4,001.05",0.25%,"2,918,622,876",Tuesday,0.833667891,
"Monday, May 09, 2022","4,081.27","4,081.27","3,975.48","3,991.24",-3.20%,"3,039,682,583",Monday,0,
"Friday, May 06, 2022","4,128.17","4,157.69","4,067.91","4,123.34",-0.57%,"2,722,520,234",Friday,0.71508683,
"Thursday, May 05, 2022","4,270.43","4,270.43","4,106.01","4,146.87",-3.56%,"2,869,932,437",Thursday,0,
"Wednesday, May 04, 2022","4,181.18","4,307.66","4,148.91","4,300.17",2.99%,"2,861,117,128",Wednesday,3.024983378,
"Tuesday, May 03, 2022","4,159.78","4,200.10","4,147.08","4,175.48",0.48%,"2,494,450,424",Tuesday,0.969282029,
"Monday, May 02, 2022","4,130.61","4,169.81","4,062.51","4,155.38",0.57%,"2,744,837,614",Monday,0.949012373,
"Friday, April 29, 2022","4,253.75","4,269.68","4,124.28","4,131.93",-3.63%,"2,848,565,077",Friday,0.374493094,
"Thursday, April 28, 2022","4,222.58","4,308.45","4,188.63","4,287.50",2.47%,"2,727,277,814",Thursday,2.033590838,
"Wednesday, April 27, 2022","4,186.52","4,240.71","4,162.90","4,183.96",0.21%,"2,599,786,671",Wednesday,1.294392479,
"Tuesday, April 26, 2022","4,278.14","4,278.14","4,175.04","4,175.20",-2.81%,"2,623,029,026",Tuesday,0,
"Monday, April 25, 2022","4,255.34","4,299.02","4,200.82","4,296.12",0.57%,"2,829,238,475",Monday,1.02647497,
"Friday, April 22, 2022","4,385.83","4,385.83","4,267.62","4,271.78",-2.77%,"2,491,087,344",Friday,0,
"Thursday, April 21, 2022","4,489.17","4,512.94","4,384.47","4,393.66",-1.48%,"2,600,733,165",Thursday,0.529496544,
"Wednesday, April 20, 2022","4,472.26","4,488.29","4,448.76","4,459.45",-0.06%,"2,356,777,275",Wednesday,0.358431755,
"Tuesday, April 19, 2022","4,390.63","4,471.03","4,390.63","4,462.21",1.61%,"2,198,810,594",Tuesday,1.831172292,
"Monday, April 18, 2022","4,385.63","4,410.31","4,370.30","4,391.69",-0.02%,"2,020,686,695",Monday,0.562746971,
"Thursday, April 14, 2022","4,449.12","4,460.46","4,390.77","4,392.59",-1.21%,"2,470,867,311",Thursday,0.254881864,
"Wednesday, April 13, 2022","4,394.30","4,453.92","4,392.70","4,446.59",1.12%,"2,169,384,807",Wednesday,1.356757618,
"Tuesday, April 12, 2022","4,437.59","4,471.00","4,381.34","4,397.45",-0.34%,"2,208,449,999",Tuesday,0.752886139,
"Monday, April 11, 2022","4,462.64","4,464.35","4,408.38","4,412.53",-1.69%,"2,391,226,960",Monday,0.038318126,
"Friday, April 08, 2022","4,494.15","4,520.41","4,474.60","4,488.28",-0.27%,"2,219,394,239",Friday,0.584315165,
"Thursday, April 07, 2022","4,474.65","4,521.16","4,450.30","4,500.21",0.43%,"2,596,329,084",Thursday,1.039410904,
"Wednesday, April 06, 2022","4,494.17","4,503.94","4,450.04","4,481.15",-0.97%,"2,720,107,863",Wednesday,0.217392756,
"Tuesday, April 05, 2022","4,572.45","4,593.45","4,514.17","4,525.12",-1.26%,"2,392,511,418",Tuesday,0.459272381,
"Monday, April 04, 2022","4,547.97","4,583.50","4,539.21","4,582.64",0.81%,"2,264,759,542",Monday,0.781227669,
"Friday, April 01, 2022","4,540.32","4,548.70","4,507.57","4,545.86",0.34%,"2,327,873,188",Friday,0.184568489,
"Thursday, March 31, 2022","4,599.02","4,603.07","4,530.41","4,530.41",-1.57%,"2,628,843,804",Thursday,0.088062239,
"Wednesday, March 30, 2022","4,624.20","4,627.77","4,581.32","4,602.45",-0.63%,"2,065,958,283",Wednesday,0.077202543,
"Tuesday, March 29, 2022","4,602.86","4,637.30","4,589.66","4,631.60",1.23%,"2,443,956,070",Tuesday,0.748230448,
"Monday, March 28, 2022","4,541.09","4,575.65","4,517.69","4,575.52",0.71%,"2,006,030,065",Monday,0.761050761,
"Friday, March 25, 2022","4,522.91","4,546.03","4,501.07","4,543.06",0.51%,"1,988,172,758",Friday,0.511175327,
"Thursday, March 24, 2022","4,469.98","4,520.58","4,465.17","4,520.16",1.43%,"2,073,153,516",Thursday,1.131996116,
"Wednesday, March 23, 2022","4,493.10","4,501.07","4,455.81","4,456.24",-1.23%,"2,168,498,634",Wednesday,0.177383099,
"Tuesday, March 22, 2022","4,469.10","4,522.00","4,469.10","4,511.61",1.13%,"2,340,975,844",Tuesday,1.183683516,
"Monday, March 21, 2022","4,462.40","4,481.75","4,424.30","4,461.18",-0.04%,"2,444,520,483",Monday,0.433623162,
"Friday, March 18, 2022","4,407.34","4,465.40","4,390.57","4,463.12",1.17%,"4,158,238,878",Friday,1.317347879,
"Thursday, March 17, 2022","4,345.11","4,412.67","4,335.65","4,411.67",1.23%,"2,432,766,777",Thursday,1.554851316,
"Wednesday, March 16, 2022","4,288.14","4,358.90","4,251.99","4,357.86",2.24%,"2,907,784,821",Wednesday,1.650132692,
"Tuesday, March 15, 2022","4,188.82","4,271.05","4,187.90","4,262.45",2.14%,"2,606,219,222",Tuesday,1.963082682,
"Monday, March 14, 2022","4,202.75","4,247.57","4,161.72","4,173.11",-0.74%,"2,684,510,912",Monday,1.06644459,
"Friday, March 11, 2022","4,279.50","4,291.01","4,200.49","4,204.31",-1.30%,"2,338,436,067",Friday,0.268956654,
"Thursday, March 10, 2022","4,252.55","4,268.28","4,209.80","4,259.52",-0.43%,"2,581,145,823",Thursday,0.36989571,
"Wednesday, March 09, 2022","4,223.10","4,299.40","4,223.10","4,277.88",2.57%,"3,002,083,215",Wednesday,1.806729654,
"Tuesday, March 08, 2022","4,202.66","4,276.94","4,157.87","4,170.70",-0.72%,"3,639,337,569",Tuesday,1.767452042,
"Monday, March 07, 2022","4,327.01","4,327.01","4,199.85","4,201.09",-2.95%,"3,474,312,346",Monday,0,
"Friday, March 04, 2022","4,342.12","4,342.12","4,284.98","4,328.87",-0.79%,"2,960,470,343",Friday,0,
"Thursday, March 03, 2022","4,401.31","4,416.78","4,345.56","4,363.49",-0.53%,"2,618,791,108",Thursday,0.351486262,
"Wednesday, March 02, 2022","4,322.56","4,401.48","4,322.56","4,386.54",1.86%,"2,859,664,337",Wednesday,1.825769914,
"Tuesday, March 01, 2022","4,363.14","4,378.45","4,279.54","4,306.26",-1.55%,"3,126,183,650",Tuesday,0.350894081,
"Monday, February 28, 2022","4,354.17","4,388.84","4,315.12","4,373.94",-0.24%,"3,148,295,517",Monday,0.796248194,
"Friday, February 25, 2022","4,298.38","4,385.34","4,286.83","4,384.65",2.24%,"2,687,355,275",Friday,2.023087768,
"Thursday, February 24, 2022","4,155.77","4,294.73","4,114.65","4,288.70",1.50%,"3,551,647,140",Thursday,3.343784666,
"Wednesday, February 23, 2022","4,324.93","4,341.51","4,221.51","4,225.50",-1.84%,"2,470,204,420",Wednesday,0.383358806,
"Tuesday, February 22, 2022","4,332.74","4,362.12","4,267.11","4,304.76",-1.01%,"2,678,916,488",Tuesday,0.678092847,
"Friday, February 18, 2022","4,384.57","4,394.60","4,327.22","4,348.87",-0.72%,"2,583,639,757",Friday,0.228756754,
"Thursday, February 17, 2022","4,456.06","4,456.06","4,373.81","4,380.26",-2.12%,"2,300,727,081",Thursday,0,
"Wednesday, February 16, 2022","4,455.75","4,489.55","4,429.68","4,475.01",0.09%,"2,272,537,913",Wednesday,0.758570387,
"Tuesday, February 15, 2022","4,429.28","4,472.77","4,429.28","4,471.07",1.58%,"2,322,886,082",Tuesday,0.981875158,
"Monday, February 14, 2022","4,412.61","4,426.22","4,364.84","4,401.67",-0.38%,"2,482,414,267",Monday,0.308434237,
"Friday, February 11, 2022","4,506.27","4,526.33","4,401.41","4,418.64",-1.90%,"2,837,210,221",Friday,0.445157525,
"Thursday, February 10, 2022","4,553.24","4,588.92","4,484.31","4,504.08",-1.81%,"2,636,019,731",Thursday,0.783617819,
"Wednesday, February 09, 2022","4,547.00","4,590.03","4,547.00","4,587.18",1.45%,"2,416,698,650",Wednesday,0.946338245,
"Tuesday, February 08, 2022","4,480.02","4,531.32","4,465.40","4,521.54",0.84%,"2,432,180,781",Tuesday,1.145084174,
"Monday, February 07, 2022","4,505.75","4,521.86","4,471.47","4,483.87",-0.37%,"2,363,931,782",Monday,0.357543139,
"Friday, February 04, 2022","4,482.79","4,539.66","4,451.50","4,500.53",0.52%,"2,640,944,042",Friday,1.268629581,
"Thursday, February 03, 2022","4,535.41","4,542.88","4,470.39","4,477.44",-2.44%,"2,624,773,031",Thursday,0.164703963,
"Wednesday, February 02, 2022","4,566.39","4,595.31","4,544.32","4,589.38",0.94%,"2,859,939,173",Wednesday,0.633323041,
"Tuesday, February 01, 2022","4,519.57","4,550.49","4,483.53","4,546.54",0.69%,"2,646,397,201",Tuesday,0.68413588,
"Monday, January 31, 2022","4,431.79","4,516.89","4,414.02","4,515.55",1.89%,"2,927,817,725",Monday,1.920217339,
"Friday, January 28, 2022","4,336.19","4,432.72","4,292.46","4,431.85",2.43%,"2,913,164,357",Friday,2.226147839,
"Thursday, January 27, 2022","4,380.58","4,428.74","4,309.50","4,326.51",-0.54%,"3,040,759,928",Thursday,1.099397797,
"Wednesday, January 26, 2022","4,408.43","4,453.23","4,304.80","4,349.93",-0.15%,"3,221,670,031",Wednesday,1.016234805,
"Tuesday, January 25, 2022","4,366.64","4,411.01","4,287.11","4,356.45",-1.22%,"2,994,036,938",Tuesday,1.016113075,
"Monday, January 24, 2022","4,356.32","4,417.35","4,222.62","4,410.13",0.28%,"3,823,322,082",Monday,1.400953098,
"Friday, January 21, 2022","4,471.38","4,494.52","4,395.34","4,397.94",-1.89%,"3,196,964,549",Friday,0.517513609,
"Thursday, January 20, 2022","4,547.35","4,602.11","4,477.95","4,482.73",-1.10%,"2,541,011,404",Thursday,1.204217841,
"Wednesday, January 19, 2022","4,588.03","4,611.55","4,530.20","4,532.76",-0.97%,"2,483,432,324",Wednesday,0.512638322,
"Tuesday, January 18, 2022","4,632.24","4,632.24","4,568.70","4,577.11",-1.84%,"2,737,269,947",Tuesday,0,
"Friday, January 14, 2022","4,637.99","4,665.13","4,614.75","4,662.85",0.08%,"2,498,491,760",Friday,0.585167282,
"Thursday, January 13, 2022","4,733.56","4,744.13","4,650.29","4,659.03",-1.42%,"2,343,438,233",Thursday,0.223299166,
"Wednesday, January 12, 2022","4,728.59","4,748.83","4,706.71","4,726.35",0.28%,"2,081,987,014",Wednesday,0.428034573,
"Tuesday, January 11, 2022","4,669.14","4,714.13","4,638.27","4,713.07",0.92%,"2,211,820,748",Tuesday,0.963560741,
"Monday, January 10, 2022","4,655.34","4,673.02","4,582.24","4,670.29",-0.14%,"2,636,994,308",Monday,0.379778921,
"Friday, January 07, 2022","4,697.66","4,707.95","4,662.74","4,677.03",-0.41%,"2,385,287,917",Friday,0.219045227,
"Thursday, January 06, 2022","4,693.39","4,725.01","4,671.26","4,696.05",-0.10%,"2,349,297,945",Thursday,0.673713457,
"Wednesday, January 05, 2022","4,787.99","4,797.70","4,699.44","4,700.58",-1.94%,"2,768,693,603",Wednesday,0.202799087,
"Tuesday, January 04, 2022","4,804.51","4,818.62","4,774.27","4,793.54",-0.06%,"2,813,805,151",Tuesday,0.293682394,
"Monday, January 03, 2022","4,778.14","4,796.64","4,758.17","4,796.56",0.64%,"2,209,533,436",Monday,0.387179949,
"Friday, December 31, 2021","4,775.21","4,786.83","4,765.75","4,766.18",-0.26%,"1,316,903,001",Friday,0.243340083,
